"","ALB","HP","MT.ATP6","APOA2","MT.ATP8","SAA1","MT.CO1","MT.CO2","MT.CO3","SAA2","MT.ND4","ORM1","MT.ND3","SERPINA1","FTL","APOC3","MT.ND2","MT.ND4L","APOC1","MT.CYB","APOA1","MT.ND1","CLPS","C3","FGB","FGA","CRP","RBP4","MT1G","FGG","MT.ND6","APOE","TF","B2M","REG3A","CLU","CYP2E1","TTR","FABP1","ORM2","SERPINA3","APOH","GLUL","MT2A","AMBP","APOC2","MT.ND5","FTH1","PRSS1","MT1B","MT1X","CES1","RPS27","EEF1A1","ALDOB","FGL1","PLA2G2A","HPX","RPS18","CFB","SPINK1","VTN","RPL8","TMSB4X","AHSG","NNMT","AFP","RPS19","SERPINC1","APOA4","EPHX1","TPT1","C4A","GAPDH","C4B","RPL39","RPL10","RPL37A","C1R","RPL13A","HPD","RPS24","A1BG","IL32","RPL30","GC","RPS16","ADH1B","RPS21","SERPING1","SPP1","TMSB10","MT1E","REG1A","IFI27","RPS29","HRG","RPL13","CD74","APCS","Category"
"TCGA-EP-A3RK-01A-11R-A22L-07",307450.64,828417.36,258533.99,550352.86,172949.54,249727.34,414208.18,313910.86,381149.17,111755.56,242898.5,89523.81,215898.44,527933.71,610654.84,102836.01,145432.49,87075.75,271387.49,160252.91,81809.59,140478.49,0,185362.8,144427.91,186652.11,69753.56,80683.28,1457.23,155870.75,53230.77,139508.13,102836.01,275175.93,242898.5,126606.21,114897.47,36610.26,59474.18,26431.04,68318.04,46019.85,76861.91,3589.58,32540.65,102125.66,26614.89,125731.67,0,0,3901.01,156954.93,104271.56,73221.53,2485.67,46339.95,189.02,49666,60723.88,38430.46,79572.48,50709.61,62431.08,60723.88,24832.5,29736.59,447.82,59474.18,44452.21,669.92,87075.75,48643.87,81244.48,81809.59,79022.82,98646.85,87681.42,70238.75,63302.6,63302.6,31215.04,61571.56,7695.57,62865.33,64632.75,50359.33,44761.41,30572.63,44452.21,74243.68,113315.62,59887.86,547.75,75280.1,1250.98,48982.22,1583.71,66449.85,93974.69,53601.03,1
"TCGA-DD-A4NR-01A-11R-A311-07",619179.28,273275.14,408505.64,811368.76,389157.95,124000.67,602247.76,440870.9,363097.14,60304.42,383800.28,198667,251464.33,531605.79,851707.37,155870.75,177811.84,220434.95,214407.12,226632.25,138544.47,150561.19,0,195931.88,246289.25,275175.93,72715.74,51775.15,1487.87,248002.34,118949.35,142439.51,61571.56,233003.78,73.54,60304.42,486.75,42346.82,185362.8,50709.61,170568.48,52135.28,11664.82,10084.54,85283.74,110216.97,67377.47,138544.47,30.56,0,2758.13,30151.71,100023.92,94628.34,12415.75,24490.61,23009.42,48307.85,50359.33,59063.35,75803.72,67377.47,52135.28,68318.04,68318.04,37121.34,117311.73,69753.56,26431.04,18304.63,19082,40062.48,46662.28,102836.01,47313.67,57051.4,57051.4,72213.45,27938.14,61146.25,4543.8,63742.91,31650.8,53601.03,47313.67,25887.07,40341.14,1111.82,64186.29,30361.44,56657.31,70238.75,2119.22,20737.16,25708.25,77934.88,11504.21,71219.26,61571.56,36106.23,1
"TCGA-ED-A4XI-01A-11R-A266-07",1545882.32,561916.97,964885.69,894051.48,828417.36,14663.09,1019901.63,731246.37,811368.76,9151.82,706337.4,229795.93,598087.73,472513.8,450134.56,402881.61,466008.55,383800.28,422911.59,437825.58,271387.49,443937.41,0,269512.87,181548.07,208544.12,27363.16,225066.78,10296.45,177811.84,263966.36,253213.41,94628.34,288856.81,16.63,170568.48,55877.28,47642.77,76861.91,64632.75,54349.29,106462.55,20310.37,21919.61,164758.26,163620.18,125731.67,133825.1,0,6.06,8479.89,95949.32,81244.48,98646.85,84694.64,131982.68,12764.83,67377.47,48643.87,111755.56,1685.71,133825.1,29327.18,47974.16,54349.29,6250.56,2224.63,48307.85,75803.72,1059.11,84694.64,64186.29,68318.04,43840.21,51417.5,44761.41,53973.86,57448.23,59474.18,43840.21,26431.04,43537.38,69753.56,20170.07,39510.91,93325.55,32540.65,26800.01,28525.2,73730.83,4903.87,30361.44,7081.29,69.52,65990.84,56657.31,64186.29,56657.31,33455.53,30999.42,1
"TCGA-ED-A8O5-01A-11R-A36F-07",619179.28,21172.91,294926.33,1364554.84,329517.51,47.17,443937.41,363097.14,370726.6,0,267651.2,40621.74,204252.32,682276.92,162489.97,175363.84,223512.12,204252.32,282912.21,156954.93,561916.97,144427.91,0,211455.3,35856.82,55491.3,76.17,133825.1,109.66,16383,16960.78,84109.6,127486.83,53230.77,0,378516.38,164758.26,30151.71,132900.7,15285.81,17804.06,149521.18,16269.83,1397.83,164758.26,162489.97,20593.91,72213.45,0,0,454.09,12589.08,215898.44,165904.25,16960.78,31650.8,96.01,28723.62,355624.68,90773.53,16.03,134755.94,92040.7,33922.56,154794.07,109.66,5255.91,128373.58,58655.36,22.92,40341.14,184082.4,22535.88,27745.15,20881.4,90773.53,121448.75,138544.47,10014.87,118949.35,61.25,159145.95,22692.63,1745.2,84109.6,52863.07,93325.55,11189.6,118949.35,18689.27,46.18,28132.47,81.14,0,2287.2,126606.21,23330.64,84109.6,7081.29,2224.63,1
"TCGA-G3-A7M7-01A-12R-A352-07",696613.03,408505.64,386469.83,482442.34,265802.39,443937.41,800198.39,659036.03,696613.03,228208.61,411347.03,170568.48,368165.8,391864.76,696613.03,499455.67,277089.94,169390.27,459592.86,466008.55,311742.51,198667,0,242898.5,273275.14,331809.5,217400.14,277089.94,3820.7,277089.94,182810.84,205673.01,36864.92,113315.62,316.37,123144.13,135693.24,23656.34,40904.3,57051.4,128373.58,96616.71,3146.52,33455.53,111755.56,159145.95,70238.75,181548.07,0,3.82,11664.82,48643.87,60304.42,96616.71,75803.72,102836.01,158046.64,69271.73,59887.86,102836.01,24660.96,104996.83,122293.5,59474.18,7589.61,61999.83,287.01,65082.31,29124.6,381149.17,24321.43,77934.88,48307.85,100023.92,54349.29,111755.56,61999.83,68793.23,37901.36,58655.36,67846.12,48643.87,30999.42,160252.91,101420.22,41475.31,41763.8,11035.54,38697.77,41763.8,44145.15,16045.82,8305.36,591.22,1769.57,50011.46,23169.48,61146.25,10659.59,19754.96,1
"TCGA-DD-A4NS-01A-11R-A311-07",682276.92,211455.3,736332.6,422911.59,687022.54,4010.71,691801.16,636586.81,627822.72,2875.3,606436.73,181548.07,492579.5,292889.12,275175.93,151608.43,353168.2,411347.03,299043.36,422911.59,160252.91,303217.87,0,158046.64,76861.91,107948.72,3257.52,113315.62,7485.11,77396.54,91404.92,97965.44,58250.19,131982.68,30151.71,113315.62,126606.21,32315.87,28525.2,31870.96,36357.37,108699.57,127486.83,26986.43,88905.42,93974.69,68318.04,101420.22,12.74,29.06,9279.58,35118.87,114897.47,113315.62,25887.07,14065.74,460.44,34396.12,66912.05,53973.86,9740.98,61146.25,44452.21,73730.83,42641.37,16383,178.77,59063.35,36610.26,373.81,46662.28,104996.83,52135.28,34396.12,50359.33,47974.16,77396.54,72715.74,40341.14,61999.83,16269.83,52863.07,39237.98,19618.49,61999.83,33922.56,46339.95,52497.92,40341.14,42346.82,16611.71,36106.23,9344.14,1477.58,3257.52,69271.73,23009.42,60723.88,36357.37,15824.9,1
"TCGA-RC-A6M5-01A-11R-A32O-07",751804.53,659036.03,1246973.04,50359.33,1139523.1,83528.61,1567462.05,1246973.04,925580.18,71714.63,741454.2,223512.12,506427.83,585779.24,327241.36,124000.67,466008.55,453265.5,256748.15,641014.63,93974.69,331809.5,0,299043.36,299043.36,391864.76,422911.59,496005.67,102125.66,307450.64,456418.21,174152.51,34635.37,180294.02,0,103551.29,124000.67,3614.55,13215.02,62431.08,42641.37,67377.47,2193.99,138544.47,85283.74,187950.38,231394.29,80683.28,0,6.67,64186.29,18052.61,90773.53,150561.19,54349.29,131071,402881.61,63302.6,82378.63,85283.74,493.56,61999.83,50709.61,47313.67,5255.91,37901.36,151.22,72213.45,6426.31,63742.91,8778.97,97965.44,110983.6,133825.1,116501.39,111755.56,88291.3,69271.73,28132.47,73221.53,110216.97,57051.4,15499.21,23330.64,47642.77,98646.85,56657.31,22535.88,42641.37,47642.77,4388.98,30999.42,29943.43,312,2609.3,61146.25,2875.3,97288.74,14561.8,48643.87,1
"TCGA-DD-A4NF-01A-11R-A27V-07",869603.57,130165.62,726195.27,736332.6,811368.76,1023,741454.2,958220.73,593956.43,500.46,513497.31,10659.59,331809.5,277089.94,265802.39,85876.94,456418.21,260332.24,309589.14,443937.41,15180.22,248002.34,0,124000.67,72213.45,128373.58,463.65,133825.1,624.99,98646.85,119776.72,95286.54,134755.94,129266.49,132900.7,248002.34,104271.56,17681.08,4358.66,3349.13,10959.3,131071,373305.21,2104.58,110983.6,60723.88,64632.75,75803.72,0,0,1572.76,102836.01,80683.28,106462.55,3982.99,12502.12,68.07,40904.3,33688.23,38430.46,46.5,20451.65,23009.42,13399.51,95949.32,532.74,316.37,24153.43,78476.96,16.27,101420.22,93974.69,69271.73,47974.16,64186.29,73730.83,65082.31,38164.99,20451.65,31650.8,44145.15,32092.64,8778.97,6699.25,37901.36,57051.4,19082,57051.4,17317.18,39785.74,11584.24,5711.87,142.01,15075.35,30361.44,38430.46,1111.82,32092.64,9151.82,87681.42,1
"TCGA-DD-AAEK-01A-11R-A41C-07",851707.37,561916.97,746611.43,721179.07,894051.48,14262.1,331809.5,394590.4,350728.68,5329.3,472513.8,127486.83,428815.23,414208.18,462789.59,144427.91,527933.71,492579.5,539026.74,322736.12,207103.59,383800.28,0,147462.67,132900.7,190574.09,5112.16,204252.32,3280.18,138544.47,75803.72,231394.29,132900.7,282912.21,1781.89,322736.12,253213.41,51775.15,93974.69,28723.62,36864.92,142439.51,171754.88,29531.18,77934.88,162489.97,73221.53,84694.64,0,0,14065.74,114897.47,93325.55,148488.36,33455.53,85876.94,540.19,58655.36,80125.95,85283.74,45.21,87681.42,60304.42,59474.18,64186.29,5633.22,163.28,57448.23,46019.85,14.35,107948.72,58250.19,162489.97,53230.77,119776.72,43537.38,51062.33,58655.36,39237.98,68318.04,62431.08,63742.91,39510.91,26248.46,79572.48,38697.77,46019.85,36864.92,52135.28,47974.16,480.04,25708.25,9151.82,47.5,7749.1,84109.6,40062.48,40621.74,33688.23,57448.23,1
"TCGA-DD-AACH-01A-11R-A41C-07",971597,10296.45,225066.78,13968.57,233003.78,954.43,322736.12,338781.54,215898.44,412,154794.07,53230.77,115696.65,193234.41,417089.23,89523.81,131071,131982.68,158046.64,123144.13,53973.86,78476.96,0,85876.94,70238.75,91404.92,2701.35,71219.26,1519.15,80125.95,13492.72,47642.77,53601.03,135693.24,1427.22,107948.72,7857.29,6164.49,3614.55,14262.1,6935.54,26431.04,4181.07,4066.71,106462.55,96616.71,16045.82,136637.07,0,0,1572.76,49322.93,66449.85,55491.3,16960.78,36864.92,81809.59,41475.31,36106.23,45386.27,73730.83,64186.29,38966.94,27745.15,361.04,11345.82,457.25,25179.16,16611.71,17197.56,15075.35,45701.96,58655.36,62865.33,59474.18,25887.07,40341.14,39510.91,12329.98,31870.96,1407.55,22072.07,2119.22,16157.44,39237.98,40062.48,27745.15,9474.59,20451.65,12589.08,12502.12,19754.96,2133.97,1639.59,1561.89,30999.42,1175.27,19482.97,20737.16,3690.52,1
"TCGA-DD-AADD-01A-11R-A41C-07",520665.48,40621.74,485798,887875.81,462789.59,412,502929.67,524287,431797.89,96.68,417089.23,63302.6,316094.29,120609.84,253213.41,249727.34,242898.5,389157.95,191899.64,327241.36,194578.47,190574.09,0,55107.99,30785.28,33922.56,114.36,134755.94,7032.37,24832.5,50011.46,138544.47,150561.19,100023.92,775.05,104996.83,55877.28,8421.31,53973.86,31870.96,4836.35,70727.3,191899.64,7537.18,107203.06,46339.95,48982.22,54349.29,0,3.56,5594.3,33922.56,138544.47,102125.66,1883.54,12329.98,68.55,5913.33,68318.04,24490.61,7331.05,69753.56,78476.96,15824.9,88905.42,72.01,14361.31,50709.61,48643.87,18.56,55877.28,38697.77,16727.26,44761.41,15934.98,66912.05,45386.27,70238.75,6887.62,55491.3,12943.04,72715.74,28525.2,5112.16,76330.98,26614.89,74760.09,7749.1,84109.6,17317.18,2163.77,9215.48,7032.37,31.9,890.44,53230.77,4972.34,66449.85,12589.08,12244.81,1
"TCGA-FV-A496-01A-11R-A266-07",1535204.12,479109.86,492579.5,1775752.63,437825.58,9279.58,772940.66,517068.97,602247.76,3820.7,320506.81,251464.33,456418.21,794671.01,691801.16,585779.24,417089.23,175363.84,971597,244588,531605.79,338781.54,0,378516.38,92680.9,27174.14,13872.08,93974.69,1769.57,93325.55,154794.07,593956.43,186652.11,97965.44,0,155870.75,346.29,58250.19,36864.92,85283.74,107948.72,269512.87,9540.5,12076.21,124863.17,311742.51,81809.59,187950.38,0,0,6164.49,104271.56,137587.47,88905.42,187950.38,81244.48,25887.07,61146.25,61571.56,110983.6,29124.6,202841.44,59474.18,18052.61,47642.77,23169.48,674.59,56265.94,87681.42,36.01,64186.29,116501.39,176583.6,54349.29,175363.84,80683.28,81809.59,45386.27,49322.93,75803.72,718.08,38697.77,135693.24,10296.45,59887.86,62431.08,41763.8,25887.07,46986.85,89523.81,204.07,15607.02,3982.99,16.88,20881.4,77934.88,57051.4,64186.29,2090.03,43840.21,1
"TCGA-CC-A8HS-01A-11R-A36F-07",857631.47,2351.53,469249.9,378516.38,443937.41,152.28,422911.59,311742.51,334117.42,142.01,419990.32,100719.65,394590.4,277089.94,303217.87,172949.54,313910.86,334117.42,217400.14,184082.4,400098.69,258533.99,0,194578.47,46339.95,19348.38,878.17,65990.84,132.44,31650.8,46986.85,141455.6,70727.3,54727.32,6.84,118949.35,4038.61,53230.77,20881.4,25005.23,30572.63,59887.86,6294.04,1051.79,57448.23,82951.62,51417.5,87075.75,0,0,575.03,16269.83,115696.65,70727.3,10585.95,1286.18,343.89,27553.49,69753.56,6840.04,8479.89,124000.67,51775.15,36610.26,8363.13,120.1,11035.54,114103.8,10084.54,11.82,30999.42,36864.92,17681.08,11424.74,18178.19,48307.85,29943.43,82951.62,3443.31,93325.55,395.18,90773.53,15392.14,5954.47,64632.75,26248.46,60304.42,2133.97,91404.92,19482.97,119.26,40341.14,447.82,0,909.17,29943.43,1037.29,22535.88,7589.61,1208.34,1
"TCGA-K7-A5RG-01A-11R-A28V-07",691801.16,402881.61,687022.54,851707.37,649962.87,80683.28,614902.29,619179.28,482442.34,29531.18,668235.84,147462.67,691801.16,151608.43,828417.36,267651.2,817012.28,506427.83,434801.29,496005.67,162489.97,489177,0,193234.41,67846.12,49322.93,1781.89,97288.74,3303,40341.14,363097.14,177811.84,197294.7,277089.94,5.28,127486.83,155.5,294926.33,24490.61,70238.75,10014.87,81244.48,10440.2,22072.07,105727.15,229795.93,254974.66,128373.58,19.97,0,3303,135693.24,88905.42,110216.97,55877.28,8718.32,12076.21,46986.85,45386.27,77934.88,11584.24,66449.85,32315.87,79022.82,52135.28,3690.52,2119.22,45701.96,42937.97,283.05,46662.28,56657.31,16496.96,74760.09,15934.98,43537.38,50011.46,52135.28,42641.37,37901.36,14867.79,31870.96,18950.18,122293.5,40341.14,46662.28,38697.77,17078.76,32315.87,46662.28,2240.11,52497.92,7911.95,0,28132.47,60723.88,27745.15,44761.41,88905.42,7032.37,1
"TCGA-EP-A26S-01A-11R-A16W-07",336441.4,187950.38,794671.01,845824.19,663619.99,684.02,822695.06,1493223.86,1282030.25,80.01,663619.99,107203.06,906531.99,260332.24,253213.41,610654.84,489177,353168.2,419990.32,610654.84,102836.01,246289.25,0,233003.78,55877.28,65082.31,63,225066.78,353.59,54349.29,286861.53,92680.9,158046.64,104996.83,1051.79,118949.35,209994.66,33455.53,16269.83,50359.33,35118.87,146444.06,229795.93,4972.34,159145.95,88291.3,126606.21,62865.33,0,0,12415.75,49666,159145.95,200048.85,6426.31,1397.83,3.66,30999.42,59063.35,35118.87,6.21,68318.04,34876.28,12853.63,65990.84,490.14,228.13,44452.21,66449.85,0,44145.15,118949.35,12076.21,51417.5,13215.02,50709.61,70727.3,77396.54,24321.43,82378.63,46339.95,92680.9,36864.92,3325.99,53230.77,42937.97,50709.61,59887.86,38164.99,27363.16,718.08,8078.22,2915.45,1662.49,1135.2,74243.68,9088.59,61999.83,6079.61,25354.3,1
"TCGA-FV-A2QR-01A-11R-A213-07",1393227.06,397335,358098.26,1462493.73,316094.29,30151.71,375901.76,305326.92,288856.81,9808.75,218912.29,256748.15,193234.41,290865.98,360589.03,610654.84,221968.2,116501.39,365622.68,172949.54,86474.27,131071,0,233003.78,23330.64,26986.43,31215.04,114897.47,217.27,23330.64,72715.74,153724.82,82951.62,214407.12,0,72213.45,281.09,147462.67,24832.5,73221.53,18819.27,209994.66,9606.86,2032.85,127486.83,260332.24,44761.41,99333,0,0,775.05,58655.36,108699.57,37121.34,73221.53,12589.08,629.35,49322.93,29531.18,64186.29,4419.52,107948.72,31870.96,31650.8,19482.97,4481.23,142.01,32767,95286.54,4575.41,114103.8,54727.32,25354.3,56265.94,27363.16,41763.8,77396.54,41475.31,11035.54,34158.52,1159.07,17197.56,43236.64,25530.66,29943.43,53973.86,27174.14,13399.51,31650.8,30361.44,2895.31,13123.73,297.17,0,2701.35,44452.21,56265.94,33922.56,6652.97,59063.35,1
"TCGA-DD-A73D-01A-12R-A32O-07",539026.74,92040.7,466008.55,1041331.96,434801.29,2163.77,794671.01,778316.89,614902.29,842.36,614902.29,47313.67,1187913.85,152662.96,419990.32,185362.8,817012.28,499455.67,492579.5,479109.86,90146.51,282912.21,55.1,97965.44,89523.81,117311.73,884.29,169390.27,860.08,80683.28,223512.12,146444.06,31870.96,45072.75,110.43,39510.91,96616.71,29531.18,12502.12,16843.62,22225.61,324980.94,84694.64,3639.7,95286.54,118949.35,180294.02,94628.34,249.73,0,7032.37,89523.81,161367.56,145432.49,12076.21,5366.37,85.22,21617.82,185362.8,40904.3,81.71,106462.55,40904.3,7331.05,19892.37,116.78,376.41,47313.67,80125.95,10.39,81809.59,146444.06,28723.62,18431.96,27938.14,59063.35,69753.56,114103.8,11035.54,52497.92,26986.43,52497.92,16611.71,8479.89,78476.96,40062.48,55491.3,70238.75,50011.46,26067.14,684.02,5147.73,49.91,77.79,497,107948.72,46986.85,59063.35,3081.75,17927.91,1
"TCGA-XR-A8TG-01A-11R-A36F-07",811368.76,316094.29,437825.58,309589.14,375901.76,32540.65,502929.67,389157.95,267651.2,16727.26,267651.2,284880.02,125731.67,417089.23,155870.75,155870.75,149521.18,187950.38,296977.71,187950.38,52135.28,125731.67,0,303217.87,394590.4,437825.58,161367.56,242898.5,1857.6,338781.54,102836.01,107203.06,76330.98,154794.07,38.4,103551.29,12329.98,29943.43,22225.61,67377.47,57051.4,150561.19,8901.53,20310.37,127486.83,95286.54,69753.56,87681.42,0,3.47,10014.87,24321.43,84109.6,97288.74,28328.16,23492.92,5366.37,33455.53,52135.28,138544.47,43840.21,113315.62,28923.41,31870.96,34396.12,24660.96,32.82,29124.6,56265.94,325.29,44761.41,57847.82,51417.5,23492.92,56265.94,33455.53,41475.31,41475.31,31650.8,40621.74,4298.64,37639.55,32092.64,32540.65,34158.52,118127.7,26614.89,20310.37,23820.89,121448.75,3768.09,12853.63,4388.98,39.22,22072.07,23656.34,93325.55,52863.07,14971.21,23820.89,1
"TCGA-DD-A4NK-01A-11R-A28V-07",524287,894051.48,757033.75,711250.37,789181.81,40904.3,1026995.62,659036.03,778316.89,22535.88,561916.97,327241.36,207103.59,215898.44,174152.51,598087.73,316094.29,386469.83,373305.21,318292.9,241220.67,254974.66,0,231394.29,129266.49,168220.2,1697.45,265802.39,24153.43,122293.5,56265.94,260332.24,233003.78,76861.91,476.71,106462.55,39510.91,144427.91,43537.38,97965.44,159145.95,116501.39,24321.43,56657.31,163620.18,85876.94,56657.31,50011.46,0,0,76330.98,51775.15,53601.03,50011.46,110983.6,14262.1,68.55,96616.71,38430.46,68318.04,483.38,98646.85,28328.16,13776.25,33224.42,11267.44,96.01,21617.82,123144.13,53.57,72715.74,58250.19,67846.12,38164.99,69753.56,20030.74,36106.23,35609.13,45386.27,32540.65,50359.33,27938.14,62431.08,17317.18,36864.92,44452.21,27363.16,25887.07,21617.82,79572.48,85.82,7857.29,24832.5,53.19,1844.76,32540.65,31432.17,38966.94,8363.13,8191,1
"TCGA-G3-AAV4-01A-11R-A38B-07",360589.03,6607.01,343510.77,1019901.63,277089.94,0,472513.8,411347.03,663619.99,0,251464.33,39510.91,402881.61,190574.09,307450.64,46986.85,400098.69,126606.21,288856.81,209994.66,207103.59,299043.36,0,87681.42,122.64,18819.27,8.32,129266.49,5183.54,4239.45,35118.87,81809.59,118127.7,120609.84,15715.58,107948.72,114103.8,40062.48,139.07,11992.79,379.04,58655.36,74760.09,25005.23,59474.18,24321.43,29124.6,148488.36,0,0,27174.14,155870.75,113315.62,77934.88,1651,10512.82,8.19,941.27,124000.67,67846.12,0,25005.23,34396.12,25887.07,64186.29,145.02,228.13,54727.32,71714.63,7.69,65990.84,82378.63,57448.23,28132.47,58655.36,59474.18,66449.85,74760.09,24321.43,69271.73,34876.28,43537.38,11992.79,18819.27,46339.95,60723.88,51062.33,70727.3,47974.16,26614.89,120.1,10959.3,70.01,4972.34,3212.66,78476.96,9.85,81809.59,9279.58,133.36,1
"TCGA-KR-A7K0-01A-12R-A33R-07",623486.02,411347.03,794671.01,1131651.83,800198.39,59887.86,731246.37,757033.75,751804.53,24153.43,711250.37,148488.36,585779.24,489177,585779.24,260332.24,360589.03,391864.76,489177,459592.86,85876.94,373305.21,0,225066.78,127486.83,146444.06,50011.46,160252.91,11424.74,110216.97,87075.75,181548.07,48643.87,202841.44,296977.71,202841.44,65990.84,51062.33,29327.18,62865.33,60304.42,100719.65,156954.93,37639.55,138544.47,74760.09,72213.45,122293.5,0,0,16960.78,251464.33,85876.94,101420.22,20310.37,52863.07,35609.13,42054.3,51775.15,80683.28,9344.14,53601.03,37121.34,33922.56,32315.87,26800.01,460.44,53230.77,54727.32,1605.83,102125.66,96616.71,79572.48,74760.09,67846.12,45386.27,43236.64,63302.6,51062.33,45701.96,55877.28,46019.85,45072.75,44761.41,36610.26,51775.15,39510.91,27553.49,32315.87,51417.5,64186.29,15285.81,8963.45,41475.31,66912.05,47642.77,18950.18,65535,25530.66,100719.65,1
"TCGA-DD-A4NI-01A-11R-A27V-07",1864037.21,546551.29,2053992.24,450134.56,2408994.05,35856.82,1578364.61,1838374.44,1155430.26,32994.92,1535204.12,167058.21,711250.37,450134.56,353168.2,431797.89,577714.63,751804.53,614902.29,817012.28,119776.72,144427.91,0,355624.68,217400.14,209994.66,15934.98,358098.26,759.08,175363.84,284880.02,138544.47,331809.5,212926.09,3.66,104996.83,51775.15,171754.88,108699.57,108699.57,61999.83,286861.53,32092.64,11504.21,149521.18,195931.88,141455.6,66449.85,0,0,14663.09,114103.8,81244.48,100719.65,50359.33,9409.14,435.55,79572.48,35856.82,75280.1,105.89,87681.42,27938.14,38430.46,79572.48,20593.91,336.79,39510.91,93325.55,371.22,51417.5,107203.06,37379.55,23009.42,39785.74,33224.42,43236.64,43236.64,48307.85,42937.97,49666,39510.91,69753.56,26986.43,43236.64,64632.75,27553.49,59063.35,24321.43,55107.99,493.56,14461.21,2855.44,0,2915.45,54727.32,74243.68,33922.56,24153.43,48307.85,1
"TCGA-RC-A7SK-01A-11R-A352-07",1123834.93,113315.62,472513.8,558035.51,496005.67,291.04,506427.83,320506.81,286861.53,89.51,450134.56,53973.86,253213.41,198667,434801.29,267651.2,256748.15,277089.94,610654.84,265802.39,193234.41,185362.8,0,345900.08,33688.23,85283.74,1008.9,262143,529.06,39510.91,197294.7,345900.08,148488.36,84109.6,0,121448.75,738.29,162489.97,20451.65,28328.16,8658.09,134755.94,6121.9,9540.5,127486.83,152662.96,114103.8,207103.59,0,0,3419.52,94628.34,52863.07,189257.69,33688.23,11267.44,16.03,38697.77,61571.56,55877.28,228.13,114103.8,29327.18,19482.97,81244.48,514.56,175.07,25354.3,95286.54,54.33,109455.64,61999.83,46339.95,46986.85,46339.95,24153.43,34876.28,46339.95,11745.96,38966.94,37379.55,36610.26,22072.07,73730.83,105727.15,11112.3,32540.65,8078.22,26986.43,44145.15,928.3,13681.08,2609.3,0,78476.96,47313.67,74243.68,47974.16,3874.05,1151.06,1
"TCGA-HP-A5N0-01A-11R-A28V-07",828417.36,462789.59,228208.61,772940.66,189257.69,26067.14,542775.98,358098.26,360589.03,10154.69,197294.7,190574.09,233003.78,358098.26,207103.59,469249.9,161367.56,120609.84,598087.73,163620.18,338781.54,142439.51,0,381149.17,96616.71,110216.97,3589.58,161367.56,14663.09,97965.44,123144.13,215898.44,181548.07,144427.91,0,225066.78,173.85,112532.89,116501.39,73221.53,61146.25,134755.94,7537.18,6792.79,212926.09,189257.69,57847.82,84694.64,5.45,0,9344.14,97965.44,132900.7,91404.92,85283.74,61146.25,1111.82,126606.21,88905.42,338781.54,74243.68,122293.5,45072.75,48307.85,45701.96,4010.71,88.88,62865.33,118949.35,12.93,109455.64,120609.84,182810.84,32092.64,154794.07,84109.6,148488.36,84109.6,58655.36,66449.85,1359.57,34158.52,149521.18,11035.54,50709.61,78476.96,50359.33,16383,55491.3,79572.48,17,21026.65,3690.52,0,4481.23,78476.96,52863.07,78476.96,19348.38,38430.46,1
