"","PNLIP","CELA3A","CLPS","MT.CO1","CELA3B","REG1A","MT.ATP8","MT.ATP6","MT.ND4","MT.CO2","MT.CO3","SYCN","TG","MT.ND3","MT.ND4L","MT.CYB","MT.ND2","MT.ND1","MT.ND6","CLU","CELA2A","B2M","FN1","MT.ND5","CPA1","FTH1","S100A6","CTSB","HSPA1B","EEF1A1","TMSB4X","CD74","RPS27","FTL","GNAS","GPX3","HSPA1A","MT1G","NPC2","TMSB10","TPT1","SFTPB","CALCA","TPO","HLA.B","TIMP1","RPL13","RPL37A","RPL41","INS","SLC34A2","HBA2","RPL10","RPL13A","RPS29","ACTB","APOE","RPL31","RPS24","AL590235.1","SPARC","VIM","TFF3","GP2","RPS18","SERPINA1","HBB","RPL12","RPL39","MT1X","RPS11","HLA.A","RPS6","RPL3","RPL26","RPS19","RPL28","ACTG1","RPL27A","GAPDH","DNAJB1","RPS2","RPS4X","RPS23","RPS4Y1","UBC","DPRX","RPS20","CHI3L1","RPL24","RPL34","RPS3A","S100A4","RPL7A","C3","CALR","HSP90B1","RPL8","HLA.C","ANXA1","Y"
"TCGA-ET-A3BS-01A-11R-A206-07",0,0,0,149521.18,0,0,236256.4,194578.47,107203.06,184082.4,175363.84,0,187950.38,185362.8,76861.91,75803.72,77934.88,51417.5,55491.3,229795.93,0,517068.97,168220.2,33922.56,44.25,145432.49,57448.23,95286.54,1369.04,280957.98,123144.13,111755.56,211455.3,119776.72,43840.21,15824.9,934.76,82.87,104996.83,104271.56,197294.7,8191,0,256.78,65535,100719.65,69753.56,85876.94,77934.88,0,12943.04,224.97,97965.44,69271.73,110983.6,51417.5,41475.31,62431.08,132900.7,0,24153.43,71219.26,98.73,0,71714.63,40341.14,397.93,83528.61,57448.23,2777.33,81244.48,38697.77,69271.73,72715.74,84694.64,57847.82,65990.84,50359.33,82951.62,30999.42,842.36,46019.85,46019.85,55877.28,30572.63,24660.96,0,65990.84,4543.8,53230.77,50709.61,72213.45,7230.1,63742.91,28132.47,18431.96,21617.82,47642.77,41188.81,44761.41,1
"TCGA-BJ-A0Z2-01A-11R-A10U-07",0,0,0,164758.26,0,35,191899.64,209994.66,185362.8,204252.32,167058.21,0,1085552.95,154794.07,164758.26,99333,100719.65,76861.91,126606.21,62431.08,56.28,107203.06,3212.66,90146.51,0,105727.15,26800.01,143430.26,1857.6,195931.88,33455.53,21617.82,78476.96,55877.28,170568.48,67377.47,1594.73,36864.92,43840.21,34876.28,126606.21,59.55,2.71,7749.1,15180.22,15715.58,64632.75,64632.75,77396.54,0,941.27,1242.34,84694.64,66449.85,52135.28,28328.16,2855.44,59474.18,63302.6,0,25179.16,42641.37,1498.22,0,70238.75,6079.61,1733.13,55491.3,54727.32,16045.82,61146.25,28923.41,57847.82,39510.91,46339.95,34396.12,42054.3,55107.99,46019.85,77934.88,684.02,20881.4,23330.64,46662.28,30572.63,21320.18,0,36864.92,316.37,46986.85,47642.77,44145.15,1001.93,46986.85,1340.84,88291.3,59474.18,47313.67,7695.57,4512.4,1
"TCGA-EM-A2CS-01A-11R-A180-07",0,0,0,145432.49,0,0,279017.26,286861.53,143430.26,229795.93,158046.64,0,368165.8,197294.7,97288.74,123144.13,96616.71,52863.07,67377.47,226632.25,0,131071,116501.39,43537.38,0,79572.48,88291.3,58655.36,3820.7,329517.51,84694.64,15499.21,110983.6,55491.3,72715.74,48307.85,3146.52,3639.7,75280.1,50011.46,135693.24,2739.08,221.86,12244.81,19348.38,44145.15,57448.23,71714.63,82378.63,0,6607.01,825,87075.75,76330.98,57847.82,31870.96,29124.6,68793.23,72213.45,0,48982.22,61999.83,1427.22,0,58250.19,16496.96,1073.91,61146.25,49666,7180.15,59063.35,15824.9,57448.23,70727.3,57448.23,36864.92,45701.96,47974.16,53973.86,38697.77,1277.29,35856.82,57448.23,49666,7.75,23656.34,0,39237.98,368.65,40904.3,45072.75,53230.77,18560.17,50709.61,8247.98,25005.23,23009.42,57051.4,7485.11,26431.04,1
"TCGA-ET-A3BX-01A-11R-A19O-07",0,0,0,318292.9,0,54.72,358098.26,479109.86,290865.98,280957.98,301123.38,0,74760.09,176583.6,220434.95,150561.19,133825.1,101420.22,69271.73,128373.58,0,158046.64,207103.59,51062.33,0,191899.64,169390.27,62865.33,2976.74,262143,167058.21,27363.16,126606.21,58250.19,36864.92,50359.33,3443.31,3639.7,39237.98,79022.82,119776.72,35609.13,18.97,941.27,18560.17,19082,73730.83,82378.63,68318.04,29.48,39785.74,2573.36,88291.3,79022.82,55107.99,57847.82,2935.74,67377.47,78476.96,0,17927.91,47974.16,332.14,0,67846.12,18560.17,1709.26,64632.75,61571.56,5441.3,58655.36,17681.08,58250.19,71219.26,60723.88,45701.96,56657.31,92040.7,62431.08,44452.21,1781.89,51417.5,27553.49,51062.33,29736.59,17437.64,0,46019.85,454.09,43840.21,44761.41,47313.67,28723.62,55491.3,9808.75,8363.13,9344.14,57448.23,9606.86,23009.42,1
"TCGA-IM-A41Y-01A-11R-A23W-07",0,0,0,1019901.63,0,0,751804.53,1019901.63,645473.24,663619.99,701458.36,0,348306.01,260332.24,313910.86,271387.49,336441.4,214407.12,303217.87,265802.39,0,345900.08,193234.41,111755.56,0,209994.66,195931.88,198667,2209.26,327241.36,106462.55,28723.62,163620.18,59474.18,93325.55,31650.8,1963.57,723.08,86474.27,95286.54,197294.7,40062.48,4.43,1081.39,48982.22,41763.8,117311.73,141455.6,127486.83,0,30785.28,480.04,118127.7,113315.62,115696.65,37121.34,8963.45,116501.39,113315.62,0,12943.04,40062.48,265.87,0,92680.9,22850.48,237.86,92680.9,88291.3,25005.23,95286.54,26986.43,93974.69,91404.92,94628.34,70727.3,69271.73,46339.95,98646.85,38430.46,1088.92,55877.28,75803.72,80125.95,12.55,34876.28,0,74760.09,30361.44,78476.96,85283.74,81809.59,8247.98,89523.81,7382.04,12244.81,13492.72,80125.95,22072.07,30785.28,1
"TCGA-EL-A3CN-01A-12R-A20F-07",0,0,0,1442359.14,0,0,1611529.43,1155430.26,1085552.95,789181.81,887875.81,0,90773.53,762299.34,834179.46,419990.32,447025.24,221968.2,156954.93,482442.34,0,554180.87,282912.21,107948.72,0,194578.47,143430.26,197294.7,2255.7,221968.2,155870.75,128373.58,118127.7,71714.63,45701.96,61571.56,1487.87,620.67,64186.29,100719.65,129266.49,30572.63,4.86,830.75,62431.08,39237.98,66449.85,79572.48,77934.88,0,50709.61,2895.31,73221.53,69271.73,77396.54,71714.63,5403.7,64186.29,73221.53,0,26067.14,35609.13,71.5,0,73221.53,43840.21,3443.31,60723.88,59474.18,6840.04,61146.25,75803.72,51417.5,59474.18,58250.19,57847.82,59474.18,76861.91,61146.25,46019.85,921.88,39785.74,40621.74,46019.85,0,24321.43,0,50359.33,11909.94,46662.28,48307.85,42641.37,5594.3,54727.32,11267.44,12943.04,10883.59,50011.46,48982.22,25179.16,1
"TCGA-E8-A434-01A-11R-A23N-07",0,0,0,248002.34,0,0,402881.61,378516.38,185362.8,318292.9,244588,0,353168.2,176583.6,69271.73,93974.69,170568.48,112532.89,107203.06,187950.38,0,262143,104271.56,26067.14,0,193234.41,107203.06,123144.13,7803.01,273275.14,81244.48,51417.5,170568.48,62431.08,60723.88,64186.29,4038.61,13776.25,66912.05,67846.12,135693.24,39237.98,20.26,14971.21,41188.81,28923.41,72213.45,112532.89,104996.83,0,25708.25,17197.56,104271.56,100023.92,88905.42,43840.21,7803.01,91404.92,104271.56,0,21320.18,35118.87,12502.12,0,86474.27,26986.43,17078.76,72213.45,73730.83,21320.18,78476.96,31870.96,74243.68,73221.53,89523.81,53973.86,59063.35,52863.07,84109.6,40062.48,2018.8,44761.41,59887.86,75803.72,0,19618.49,0,67377.47,9215.48,58250.19,68318.04,69271.73,11909.94,71714.63,6561.36,22072.07,18304.63,61999.83,23169.48,21468.49,1
"TCGA-EM-A3OA-01A-11R-A220-07",0,0,0,269512.87,6.57,0,822695.06,783730.52,279017.26,539026.74,800198.39,0,542775.98,355624.68,160252.91,158046.64,397335,348306.01,150561.19,10368.08,0,130165.62,2701.35,51775.15,0,205673.01,17078.76,94628.34,591.22,191899.64,40621.74,11664.82,167058.21,50011.46,152662.96,57448.23,2417.67,10659.59,31432.17,20030.74,161367.56,64.34,0.39,31870.96,15392.14,1540.37,95286.54,112532.89,116501.39,0,267.73,429.54,97288.74,102125.66,69271.73,28328.16,1216.75,100023.92,82951.62,0,18431.96,37379.55,13306.94,0,85876.94,186.4,493.56,61146.25,72715.74,20310.37,83528.61,17437.64,82951.62,80125.95,81244.48,48982.22,47974.16,57448.23,67377.47,48307.85,825,75803.72,41763.8,65990.84,0,15075.35,0,56657.31,18.03,53601.03,61571.56,63742.91,647.07,56265.94,967.76,20881.4,23492.92,63302.6,13033.07,5913.33,1
"TCGA-EL-A3CS-01A-21R-A19O-07",0,0,0,254974.66,0,0,437825.58,736332.6,462789.59,581732.96,1041331.96,0,231394.29,437825.58,282912.21,381149.17,343510.77,262143,16843.62,211455.3,0,155870.75,141455.6,35118.87,2.39,375901.76,84109.6,134755.94,124863.17,305326.92,40904.3,72715.74,231394.29,59887.86,71219.26,60723.88,131071,381.68,50709.61,41475.31,165904.25,6561.36,1135.2,503.95,25354.3,32092.64,114897.47,130165.62,133825.1,0,30999.42,4419.52,142439.51,114897.47,88905.42,52497.92,1037.29,117311.73,98646.85,0,22535.88,44452.21,113.56,0,114897.47,12943.04,4152.18,89523.81,92040.7,6037.61,100023.92,23492.92,95949.32,104271.56,95286.54,65082.31,79022.82,110216.97,90146.51,50359.33,46986.85,87681.42,64186.29,75803.72,35.5,59474.18,0,71714.63,6471.02,53230.77,72715.74,84694.64,2609.3,79022.82,2758.13,13033.07,12502.12,92040.7,14361.31,23169.48,1
"TCGA-FY-A3R9-01A-11R-A220-07",0,0,0,2904784.09,0,0,1775752.63,1800541.22,1318073.06,1364554.84,1656835.72,0,736332.6,1374046.07,677564.08,751804.53,900270.11,459592.86,767601.56,32315.87,0,137587.47,1250.98,275175.93,0,124863.17,21320.18,290865.98,1277.29,179048.63,34876.28,13681.08,101420.22,46662.28,197294.7,92680.9,1286.18,20881.4,53973.86,19214.73,126606.21,24.46,1,69753.56,9409.14,2739.08,50709.61,85283.74,88905.42,0,674.59,7485.11,66912.05,62865.33,53230.77,42937.97,1388.16,90773.53,66449.85,0,15824.9,14461.21,2609.3,0,61571.56,571.05,10368.08,48307.85,56265.94,22072.07,56265.94,13586.57,57448.23,61571.56,61999.83,31870.96,36357.37,33224.42,51775.15,66912.05,612.11,29124.6,33455.53,52863.07,0,31432.17,1.3,48982.22,68.55,46662.28,51417.5,46986.85,1457.23,48982.22,796.86,25179.16,26431.04,53973.86,7081.29,4328.55,1
"TCGA-BJ-A45J-01A-11R-A23W-07",0,0,0,179048.63,0,0,179048.63,226632.25,96616.71,198667,194578.47,0,267651.2,172949.54,43840.21,65990.84,124863.17,63742.91,63742.91,383800.28,0,186652.11,182810.84,26067.14,0,137587.47,161367.56,91404.92,4066.71,294926.33,223512.12,25354.3,148488.36,65990.84,56265.94,39785.74,775.05,231.32,85283.74,107948.72,177811.84,22072.07,98.04,1250.98,19892.37,76861.91,95949.32,121448.75,100719.65,0,22380.2,733.19,117311.73,104271.56,88291.3,57448.23,19754.96,87075.75,99333,0,22535.88,41188.81,559.28,0,79022.82,37901.36,486.75,79022.82,70238.75,6337.83,81809.59,23009.42,79022.82,85283.74,67377.47,59474.18,62865.33,77396.54,80683.28,47313.67,1508.65,56265.94,61999.83,59887.86,0,26986.43,0,71714.63,2591.27,61571.56,75803.72,65082.31,7966.99,66449.85,6652.97,25887.07,27553.49,61999.83,17317.18,27174.14,1
"TCGA-EM-A4FH-01A-11R-A250-07",0,0,0,258533.99,0,0,331809.5,316094.29,214407.12,282912.21,411347.03,0,900270.11,307450.64,132900.7,147462.67,177811.84,146444.06,71219.26,45072.75,0,120609.84,2193.99,44452.21,0,72715.74,26067.14,26067.14,2209.26,214407.12,28132.47,7433.4,97288.74,35118.87,59887.86,53230.77,6561.36,93325.55,12160.22,27745.15,108699.57,11.64,0.4,59887.86,11504.21,2178.83,92680.9,94628.34,109455.64,0,42.41,1051.79,88905.42,81809.59,70238.75,32315.87,629.35,73730.83,88291.3,0,21026.65,34396.12,7081.29,0,85876.94,312,866.07,61146.25,56657.31,73730.83,77396.54,11267.44,83528.61,75280.1,58655.36,59063.35,38966.94,38430.46,71219.26,33455.53,878.17,42054.3,26431.04,61571.56,26248.46,17317.18,5.68,52135.28,27.05,55877.28,73221.53,61999.83,1030.12,57448.23,71,49666,41763.8,54349.29,10585.95,1819.35,1
"TCGA-EM-A2P1-01A-11R-A206-07",0,0,0,1229805.58,0,0,1903204.61,1155430.26,834179.46,828417.36,938500.81,0,72213.45,1048575,757033.75,539026.74,558035.51,459592.86,71714.63,217400.14,0,677564.08,411347.03,112532.89,32.82,273275.14,116501.39,140478.49,1295.13,201440.3,162489.97,158046.64,236256.4,101420.22,40904.3,32767,1977.24,629.35,62865.33,124863.17,191899.64,40062.48,3955.48,3168.41,76330.98,50359.33,65990.84,73221.53,73730.83,0,36106.23,99.43,78476.96,63742.91,128373.58,102836.01,7749.1,55877.28,124000.67,0,17804.06,35118.87,1073.91,0,76861.91,44761.41,221.86,69753.56,66449.85,9606.86,77934.88,49666,61571.56,52497.92,95286.54,52863.07,67846.12,80683.28,80125.95,40341.14,1073.91,43840.21,40062.48,59887.86,26986.43,31870.96,0,65990.84,30151.71,57448.23,40621.74,65082.31,7911.95,54349.29,52135.28,15607.02,16843.62,39510.91,29327.18,22850.48,1
"TCGA-DJ-A13L-01A-11R-A220-07",0,0,0,577714.63,0,81.71,851707.37,1005860.33,614902.29,535303.41,668235.84,0,116501.39,789181.81,365622.68,378516.38,485798,231394.29,246289.25,262143,0,469249.9,271387.49,102836.01,0,201440.3,233003.78,133825.1,1286.18,239554.43,175363.84,155870.75,161367.56,97288.74,52135.28,38697.77,2997.45,1175.27,80125.95,128373.58,144427.91,110216.97,9.56,1447.15,76330.98,72213.45,87075.75,93325.55,103551.29,0,30151.71,1250.98,100719.65,95949.32,79572.48,68793.23,10883.59,96616.71,85876.94,0,40062.48,33224.42,638.15,0,86474.27,54727.32,921.88,42641.37,65535,11992.79,80125.95,44761.41,70238.75,70727.3,73221.53,67377.47,65082.31,55491.3,65535,45701.96,1277.29,53601.03,42641.37,70727.3,7382.04,28723.62,0,68793.23,19082,49666,64632.75,51062.33,21026.65,36864.92,48643.87,12329.98,16045.82,65082.31,21172.91,18178.19,1
"TCGA-EL-A3GY-01A-21R-A206-07",4.62,0,0,256748.15,0,0,303217.87,290865.98,175363.84,260332.24,221968.2,0,127486.83,149521.18,121448.75,101420.22,112532.89,66449.85,31432.17,263966.36,0,207103.59,221968.2,28328.16,6.73,207103.59,107203.06,189257.69,3395.89,334117.42,99333,41475.31,121448.75,115696.65,36864.92,35856.82,1551.09,466.88,71219.26,76861.91,137587.47,35609.13,18.56,1397.83,30361.44,29736.59,76861.91,85283.74,90773.53,0,46986.85,348.71,86474.27,81809.59,77396.54,45072.75,23330.64,64632.75,81244.48,0,22072.07,28723.62,92.7,0,64186.29,36864.92,567.1,59887.86,52863.07,8191,60723.88,23169.48,65082.31,76861.91,64186.29,52497.92,42937.97,69753.56,59063.35,30999.42,1044.52,50709.61,60304.42,57448.23,0,25530.66,0,50011.46,14163.58,45386.27,51775.15,57847.82,21468.49,61146.25,31870.96,9409.14,10368.08,55877.28,13681.08,27745.15,1
"TCGA-FE-A23A-01A-11R-A16R-07",0,0,0,1611529.43,0,0,1264380.15,1813064.98,1246973.04,971597,1179708.33,0,83528.61,778316.89,539026.74,677564.08,668235.84,453265.5,598087.73,311742.51,0,290865.98,220434.95,236256.4,0,248002.34,159145.95,116501.39,2434.5,236256.4,128373.58,134755.94,146444.06,84109.6,48982.22,82378.63,4769.75,1081.39,62865.33,113315.62,161367.56,71219.26,0.17,1651,89523.81,35609.13,127486.83,100023.92,90773.53,0,49666,1561.89,95286.54,114103.8,74243.68,73221.53,7081.29,80683.28,81809.59,0,16269.83,34876.28,43.63,12.45,96616.71,38966.94,616.37,82378.63,62431.08,7433.4,99333,80683.28,66912.05,79022.82,65990.84,87075.75,80125.95,74760.09,71219.26,39237.98,1313.23,87075.75,43236.64,69753.56,31.22,24490.61,0,67377.47,5672.41,59063.35,59474.18,48307.85,5076.84,76861.91,52863.07,13033.07,10014.87,81244.48,32540.65,26614.89,1
"TCGA-L6-A4ET-01A-11R-A250-07",0,0,0,189257.69,0,0,130165.62,218912.29,130165.62,231394.29,226632.25,0,353168.2,170568.48,50011.46,90773.53,110983.6,69753.56,70727.3,305326.92,0,87075.75,44452.21,27745.15,13.62,140478.49,100023.92,101420.22,4210.15,296977.71,84694.64,17197.56,138544.47,53973.86,56265.94,21468.49,1806.78,595.34,111755.56,80125.95,114103.8,2816.11,4.24,231.32,21919.61,59887.86,104996.83,114897.47,93974.69,0,18819.27,1540.37,107203.06,93325.55,80125.95,28723.62,46339.95,82951.62,94628.34,0,20737.16,68318.04,236.21,2.89,63742.91,20030.74,1015.93,62431.08,62865.33,5255.91,77934.88,18689.27,70238.75,87075.75,67846.12,57847.82,56657.31,46662.28,68793.23,30361.44,1030.12,44761.41,64186.29,60304.42,25.54,21320.18,3.32,65990.84,2835.7,58655.36,74760.09,61999.83,19482.97,64632.75,5255.91,13215.02,11664.82,64632.75,14867.79,42937.97,1
"TCGA-ET-A25O-01A-11R-A16R-07",0,0,0,419990.32,0,0,706337.4,524287,336441.4,428815.23,400098.69,0,343510.77,241220.67,251464.33,163620.18,284880.02,174152.51,63302.6,258533.99,0,109455.64,64186.29,76330.98,1225.22,116501.39,95286.54,113315.62,2935.74,265802.39,40341.14,23169.48,89523.81,37901.36,48982.22,24490.61,1457.23,90.14,94628.34,60304.42,95286.54,2209.26,1.1,1208.34,17437.64,30999.42,55877.28,77396.54,67377.47,0,53230.77,3372.43,64186.29,57448.23,62865.33,29124.6,32994.92,59887.86,68793.23,0,20593.91,23492.92,42.41,0,57847.82,17558.94,2777.33,54727.32,46019.85,4704.07,52135.28,9344.14,42937.97,35363.15,51417.5,29943.43,36864.92,50011.46,48982.22,29736.59,896.64,32315.87,53230.77,48643.87,18.16,16157.44,0,35363.15,10154.69,42937.97,34396.12,40904.3,23009.42,52497.92,2271.4,13968.57,10225.32,45386.27,9088.59,24832.5,1
"TCGA-DJ-A2Q4-01A-21R-A18C-07",0,0,0,229795.93,0,53.95,394590.4,360589.03,244588,267651.2,282912.21,0,185362.8,363097.14,214407.12,177811.84,176583.6,111755.56,78476.96,419990.32,0,236256.4,182810.84,61999.83,2.43,145432.49,180294.02,120609.84,2351.53,279017.26,209994.66,38697.77,144427.91,48643.87,46662.28,92040.7,2148.82,575.03,81809.59,92040.7,184082.4,112532.89,6.41,2119.22,27938.14,58655.36,84109.6,97965.44,78476.96,0,42641.37,1104.13,94628.34,84109.6,73730.83,45386.27,4769.75,73221.53,100719.65,0,24153.43,57847.82,371.22,0,74760.09,35363.15,1008.9,71714.63,62431.08,3955.48,69753.56,23820.89,73730.83,80683.28,70238.75,65082.31,57051.4,65535,69271.73,39237.98,775.05,46339.95,41763.8,60723.88,29531.18,32767,1.14,58250.19,3168.41,53230.77,56265.94,57448.23,7911.95,65082.31,7433.4,24153.43,21026.65,51417.5,10296.45,30785.28,1
"TCGA-BJ-A45F-01A-12R-A23W-07",0,0,0,3676749.88,0,0,2025714.3,2171106.91,1634025.56,1691649.38,1751305.3,0,822695.06,1327240.99,978355,900270.11,789181.81,1108362.75,863596.77,24490.61,16.27,134755.94,3847.29,459592.86,2.89,134755.94,46019.85,311742.51,2047,189257.69,47642.77,19214.73,95286.54,132900.7,322736.12,64632.75,3039.3,131071,87075.75,26800.01,152662.96,103.69,4.21,27553.49,20593.91,11584.24,67846.12,92680.9,86474.27,0,2591.27,1551.09,79572.48,59474.18,81244.48,45701.96,4607.24,79022.82,71714.63,0,26614.89,22225.61,902.89,0,65535,2061.24,1896.65,62431.08,74243.68,53601.03,65082.31,17078.76,60304.42,62865.33,55877.28,43840.21,48643.87,46662.28,59887.86,51062.33,555.41,41188.81,36106.23,56657.31,0,23169.48,0,55491.3,228.13,59474.18,59474.18,44452.21,3794.3,59887.86,1819.35,38697.77,28328.16,53601.03,9740.98,7331.05,1
"TCGA-ET-A3BP-01A-21R-A19O-07",0,0,0,762299.34,0,0,292889.12,492579.5,249727.34,565825.41,869603.57,0,569761.05,204252.32,163620.18,147462.67,127486.83,84694.64,171754.88,159145.95,0,176583.6,38966.94,101420.22,2.34,128373.58,104271.56,177811.84,4095,233003.78,72715.74,36357.37,102125.66,65535,80125.95,33688.23,2573.36,239.52,122293.5,73221.53,131071,4181.07,57.49,279.14,30785.28,65535,78476.96,91404.92,70238.75,0,16157.44,10296.45,81809.59,64186.29,61999.83,42346.82,24832.5,79022.82,77396.54,0,47313.67,35609.13,183.82,0,71714.63,27363.16,12589.08,59063.35,63742.91,5633.22,65082.31,18689.27,61571.56,50359.33,52135.28,45386.27,50011.46,58250.19,61999.83,51062.33,1277.29,43236.64,60723.88,53601.03,40.36,29943.43,0,56265.94,11745.96,54349.29,63742.91,48307.85,7749.1,61571.56,11424.74,22225.61,13681.08,53601.03,9279.58,26067.14,1
"TCGA-EL-A3GS-01A-11R-A20F-07",0,0,0,565825.41,28.86,8.25,822695.06,606436.73,391864.76,343510.77,428815.23,0,197294.7,469249.9,322736.12,237899.7,267651.2,162489.97,265802.39,256748.15,0,248002.34,104271.56,142439.51,0,160252.91,130165.62,154794.07,2573.36,233003.78,64186.29,33224.42,97965.44,37901.36,43840.21,70727.3,1594.73,1721.16,47642.77,67846.12,115696.65,19618.49,1.58,878.17,32540.65,24153.43,53601.03,59887.86,68318.04,0,65082.31,9344.14,59887.86,57051.4,57847.82,33688.23,3820.7,56657.31,65990.84,0,21919.61,34635.37,226.54,0,55107.99,23820.89,20593.91,54349.29,47313.67,4671.57,45701.96,34158.52,46986.85,55491.3,54727.32,45072.75,38966.94,57847.82,46662.28,44145.15,1081.39,36610.26,40062.48,42937.97,6.01,23009.42,0,37379.55,1769.57,40904.3,37121.34,44145.15,4388.98,47974.16,4358.66,14765.09,18178.19,46339.95,13215.02,34396.12,1
"TCGA-EL-A3TB-01A-11R-A22L-07",0,0,0,124000.67,0,0,170568.48,251464.33,124863.17,223512.12,220434.95,0,311742.51,234624.45,59887.86,91404.92,85283.74,44452.21,57051.4,299043.36,0,256748.15,35363.15,22380.2,0,124000.67,87075.75,131982.68,2224.63,296977.71,87075.75,53601.03,225066.78,50709.61,56265.94,83528.61,3146.52,733.19,81809.59,97965.44,151608.43,11189.6,0.38,3257.52,38430.46,55491.3,99333,122293.5,133825.1,0,5751.61,909.17,123144.13,104996.83,108699.57,33922.56,3257.52,98646.85,103551.29,0,28328.16,57847.82,624.99,0,83528.61,22850.48,1066.48,77934.88,76330.98,4575.41,95286.54,34876.28,85283.74,88291.3,90146.51,67846.12,50359.33,62431.08,88905.42,40621.74,928.3,55491.3,68793.23,66449.85,0,25530.66,0,76330.98,19618.49,66912.05,79022.82,81244.48,4802.93,70238.75,9876.98,18178.19,20737.16,70727.3,21026.65,19214.73,1
"TCGA-H2-A26U-01A-11R-A16R-07",0,0,0,459592.86,0,9.06,475800.4,593956.43,355624.68,434801.29,414208.18,0,65082.31,282912.21,237899.7,288856.81,225066.78,115696.65,184082.4,228208.61,0,375901.76,301123.38,110216.97,2.58,170568.48,155870.75,174152.51,9474.59,226632.25,124000.67,177811.84,134755.94,70238.75,29327.18,31650.8,9279.58,612.11,79572.48,93325.55,122293.5,131071,18.29,507.46,82378.63,65082.31,97288.74,77396.54,80125.95,0,36864.92,476.71,79572.48,79022.82,69753.56,67846.12,11664.82,60304.42,69753.56,0,26431.04,41475.31,87.03,0,56657.31,44761.41,325.29,62431.08,44145.15,7280.4,70238.75,60723.88,45072.75,68793.23,55877.28,57448.23,59474.18,65535,57051.4,47313.67,1572.76,51775.15,45072.75,47642.77,8,29531.18,0,47642.77,3665.02,34876.28,45701.96,37639.55,9215.48,54727.32,26248.46,12160.22,9088.59,56265.94,61571.56,16157.44,1
"TCGA-ET-A3DS-01A-11R-A19O-07",0,0,0,153724.82,0,0,147462.67,187950.38,120609.84,228208.61,212926.09,0,1063212.58,228208.61,111755.56,119776.72,115696.65,59887.86,17681.08,9088.59,0,110216.97,2119.22,22535.88,0,64632.75,30572.63,47974.16,2997.45,114103.8,27174.14,17197.56,79572.48,24660.96,45072.75,59474.18,5633.22,62865.33,12853.63,19618.49,70727.3,403.5,4.58,73221.53,13306.94,2796.65,29124.6,44145.15,84694.64,0,117.6,7130.55,54349.29,38697.77,41475.31,35118.87,884.29,40341.14,44761.41,0,17317.18,23330.64,6652.97,0,41188.81,490.14,12244.81,21172.91,37379.55,30361.44,43236.64,9673.69,29124.6,23330.64,33224.42,20030.74,20451.65,72715.74,38697.77,35118.87,1427.22,22850.48,16269.83,25887.07,48.52,39237.98,0,25179.16,92.05,23009.42,32315.87,28923.41,1963.57,27174.14,2271.4,59063.35,78476.96,32767,14867.79,1950,1
"TCGA-E8-A44K-01A-21R-A23W-07",0,0,0,1221310.69,0,0,1763486.6,2326934.84,1155430.26,1482909.4,1131651.83,0,143430.26,623486.02,466008.55,828417.36,593956.43,517068.97,296977.71,195931.88,0,355624.68,195931.88,130165.62,2.56,197294.7,201440.3,111755.56,2384.37,277089.94,137587.47,65535,124863.17,100023.92,79572.48,33922.56,3190.46,3614.55,93974.69,82951.62,168220.2,10733.74,0,848.22,81244.48,36106.23,107948.72,108699.57,108699.57,0,42641.37,400.71,107948.72,98646.85,98646.85,61999.83,4869.99,93325.55,86474.27,0,23492.92,36864.92,348.71,0,92040.7,41188.81,329.84,76861.91,77934.88,11345.82,83528.61,33688.23,77396.54,88291.3,67846.12,65535,67846.12,68793.23,77396.54,44452.21,884.29,71219.26,61999.83,76861.91,0,23330.64,0,62431.08,11584.24,67846.12,63302.6,66449.85,28132.47,77396.54,9808.75,11424.74,12160.22,77396.54,19214.73,45072.75,1
"TCGA-DE-A4M8-01A-21R-A250-07",0,0,0,397335,0,0,527933.71,475800.4,318292.9,383800.28,405683.88,0,303217.87,254974.66,193234.41,169390.27,202841.44,155870.75,68793.23,191899.64,0,466008.55,29327.18,51775.15,0,100719.65,51417.5,62431.08,1259.69,205673.01,124863.17,135693.24,113315.62,126606.21,51775.15,35118.87,1417.35,5112.16,58250.19,76861.91,115696.65,20310.37,7.51,6652.97,91404.92,38430.46,67377.47,71219.26,69271.73,0,7749.1,3690.52,81244.48,65082.31,76861.91,58250.19,38164.99,51417.5,61146.25,0,24660.96,35363.15,748.61,0,58250.19,36864.92,2956.17,46662.28,48643.87,5995.9,59474.18,67846.12,48643.87,46662.28,50709.61,53230.77,47974.16,43236.64,52863.07,35363.15,507.46,41763.8,33922.56,46019.85,0,26067.14,0,46019.85,3794.3,40062.48,47642.77,41763.8,8658.09,46662.28,50709.61,18819.27,18178.19,44452.21,50709.61,14971.21,1
